user_id,password_length,used_special_characters,keyboard_language,login_attempts,was_capslock_on,session_ip,browser_tab_count,challenge_sequence,timezone,typing_speed_wpm,risk_label,uses_special_char,capslock_on_flag,short_password_flag,many_login_attempts_flag,fast_typing_flag,timezone_offset_hours,risk_score_heuristic,security_outcome,target
fda21c78-5908-49b7-9638-0b4a6a413339,18,yes,CN,1,yes,56.16.172.52,12,5-9-4-1-5,UTC+0,101,0,1,1,0,0,0,0.0,1.0,normal,0
409fb7e4-0c83-4c59-ad2f-a4895ea9eb25,12,yes,EN,4,yes,88.155.109.61,8,9-8-9-3-7,UTC-7,99,0,1,1,0,0,0,-7.0,1.0,normal,0
49d0772a-4145-4378-90ac-f3f4b881fb1f,6,yes,DE,4,yes,30.134.147.172,9,3-1-6-6-4,UTC+1,85,0,1,1,1,0,0,1.0,3.0,normal,0
c29990d3-9bb6-4370-927e-1911e580c3c4,16,yes,FR,6,yes,193.125.115.141,10,7-9-9-4-3,UTC+8,81,0,1,1,0,1,0,8.0,3.0,suspected abuse,1
3525967e-11eb-4755-b4f7-203dc0eac0c2,18,no,ES,5,no,27.119.154.134,6,5-8-1-9-4,UTC+3,109,1,0,0,0,1,0,3.0,4.0,confirmed compromise,1
2e23cf2c-dd41-481e-b67a-0e481049a529,8,no,JP,1,no,219.217.169.246,5,7-5-3-9-4,UTC+0,66,1,0,0,1,0,0,0.0,4.0,confirmed compromise,1
ec5873f7-1530-400c-ba53-5642d30dc4b4,6,yes,DE,1,yes,136.101.169.127,8,8-5-7-4-6,UTC+1,21,0,1,1,1,0,0,1.0,3.0,normal,0
9080b7ea-5311-4695-8d70-98c19e85cfaa,20,yes,FR,8,yes,215.170.141.85,9,8-4-5-6-1,UTC+8,115,0,1,1,0,1,0,8.0,3.0,normal,0
e0047f3e-aec3-4290-8775-f824954c6f74,9,yes,FR,3,no,219.245.16.241,2,5-1-1-1-2,UTC+8,98,0,1,0,1,0,0,8.0,2.0,normal,0
c72686a0-5799-4b4e-9391-1f3c99dddb83,6,yes,CN,8,no,220.80.115.194,9,4-9-2-1-3,UTC-7,108,1,1,0,1,1,0,-7.0,4.0,confirmed compromise,1
1e1ace93-f971-47ef-9453-9691c88cfb94,7,no,DE,1,no,154.14.10.247,8,4-6-2-2-5,UTC-5,61,1,0,0,1,0,0,-5.0,4.0,confirmed compromise,1
6f8791b7-9959-4f21-8b49-7ce3687a1752,15,no,ES,2,yes,180.27.195.232,9,4-6-2-8-3,UTC+0,74,0,0,1,0,0,0,0.0,3.0,normal,0
c50d795b-785b-4424-93e2-1b683e0ff21d,10,yes,CN,7,yes,139.105.9.140,6,2-9-1-1-3,UTC+8,70,0,1,1,0,1,0,8.0,3.0,normal,0
46657abb-9767-4500-8aa7-a9ec17d21b89,9,no,ES,1,no,34.207.41.250,7,9-5-3-6-2,UTC-7,41,1,0,0,1,0,0,-7.0,4.0,normal,0
577bbd0f-b3ab-464b-b7aa-1c256979afc8,14,yes,EN,3,no,197.209.23.172,9,3-4-2-8-4,UTC+3,81,0,1,0,0,0,0,3.0,0.0,normal,0
135d3f6a-0105-46e1-be3d-6166f875e314,6,yes,DE,8,yes,195.140.209.27,6,7-1-2-1-7,UTC+1,111,1,1,1,1,1,0,1.0,5.0,suspected abuse,1
ce4c3cb9-0140-434f-af6d-a74d6bc3662d,18,yes,CN,6,no,192.3.136.224,10,2-8-8-3-1,UTC+0,53,0,1,0,0,1,0,0.0,2.0,normal,0
f5a19c8e-aab0-489e-a8cd-d6541b29ecfe,12,yes,EN,4,no,198.49.186.139,12,3-4-7-8-2,UTC-5,83,0,1,0,0,0,0,-5.0,0.0,normal,0
7946ccf8-f5cc-486c-a466-b36ce0f43ea7,8,no,JP,4,yes,143.69.190.208,6,4-2-2-5-2,UTC-5,112,1,0,1,1,0,0,-5.0,5.0,confirmed compromise,1
1136885c-4040-4d2f-962e-478f0b3bf383,13,yes,EN,8,no,146.245.190.76,6,4-9-1-4-3,UTC-7,92,0,1,0,0,1,0,-7.0,2.0,normal,0
e830f19b-43c6-44a1-8665-580730ffc588,10,no,DE,8,no,80.71.114.123,15,1-3-7-2-7,UTC-7,76,1,0,0,0,1,0,-7.0,4.0,confirmed compromise,1
55d1b0e4-5bf1-4f9a-b8e1-3cf7dfc4c043,12,yes,JP,8,no,162.70.70.156,11,9-1-4-1-7,UTC+3,98,0,1,0,0,1,0,3.0,2.0,normal,0
59f51e7e-7c90-49ba-9ac9-9941b0c3de5c,10,no,CN,10,no,206.78.232.67,11,2-4-5-6-5,UTC-7,42,1,0,0,0,1,0,-7.0,4.0,suspected abuse,1
862ff330-f25b-4462-9277-4dfef868b73a,10,no,DE,6,yes,174.129.88.163,1,7-8-1-3-3,UTC+1,38,1,0,1,0,1,0,1.0,5.0,confirmed compromise,1
fb7c5f0f-a3ad-4e09-9b3f-a1f1e3567cba,7,no,EN,4,no,138.100.241.132,3,9-5-6-4-5,UTC+8,90,1,0,0,1,0,0,8.0,4.0,confirmed compromise,1
7f2e4284-8876-4bd8-83cd-8f10b3ae525b,18,no,EN,10,no,220.179.69.89,6,9-7-5-2-9,UTC+1,109,1,0,0,0,1,0,1.0,4.0,normal,0
a4c2a232-0ff2-45f2-a5d7-2b7d0f131691,20,yes,EN,3,no,157.221.223.70,2,8-7-2-3-8,UTC-5,106,0,1,0,0,0,0,-5.0,0.0,normal,0
4bab386e-a0c3-49ee-a14f-82b040f7016d,11,yes,DE,4,yes,34.148.23.60,4,4-7-6-1-4,UTC-7,64,0,1,1,0,0,0,-7.0,1.0,normal,0
cf09dcc0-1f6c-4ae3-87d7-65c4bdd4a6d1,10,no,JP,10,yes,211.234.187.181,14,2-2-5-3-6,UTC-7,68,1,0,1,0,1,0,-7.0,5.0,normal,0
1af38d78-ab5e-4b8a-bd91-ff72d39b809c,14,no,EN,3,no,92.163.186.161,3,6-7-9-5-7,UTC+8,51,0,0,0,0,0,0,8.0,2.0,normal,0
615625ca-7b76-48a1-b542-16db0b83e929,12,yes,ES,8,yes,210.178.43.73,1,3-1-8-8-3,UTC+1,113,0,1,1,0,1,0,1.0,3.0,normal,0
90e4e224-4780-4f67-9cf2-b16eb8bfa806,6,no,EN,5,yes,183.140.165.208,12,5-8-8-1-6,UTC+0,45,1,0,1,1,1,0,0.0,7.0,confirmed compromise,1
04b92eed-a393-4e65-bb1d-c1c758723881,19,no,EN,6,yes,140.59.57.255,8,6-8-6-7-8,UTC+1,50,1,0,1,0,1,0,1.0,5.0,confirmed compromise,1
69f9b428-5327-443e-bbf3-4514aeb634b3,20,no,JP,8,no,137.35.118.161,10,8-9-2-2-1,UTC-5,30,1,0,0,0,1,0,-5.0,4.0,suspected abuse,1
5aa2f3f4-2b7c-4eac-afe6-2c996634730f,19,no,DE,8,no,197.132.181.51,13,2-5-2-1-4,UTC+0,89,1,0,0,0,1,0,0.0,4.0,confirmed compromise,1
329bc9f5-b55e-4963-be03-7ed8d1f33ffb,19,yes,EN,1,no,155.163.234.90,9,4-2-2-3-8,UTC+8,116,0,1,0,0,0,0,8.0,0.0,normal,0
4706c086-2067-4f8f-a181-ddf8dad8ee2f,13,no,ES,7,yes,211.75.110.44,4,8-2-2-3-9,UTC+8,96,1,0,1,0,1,0,8.0,5.0,confirmed compromise,1
697d3bd1-3a87-48f9-95e6-3221de06d7f0,12,no,CN,2,no,198.59.207.144,15,1-6-9-8-6,UTC-5,112,0,0,0,0,0,0,-5.0,2.0,suspected abuse,1
0cb0db4e-6d5f-43f5-80f5-7c3b0df1ca09,11,yes,ES,7,yes,118.197.18.48,10,5-2-6-7-7,UTC+1,41,0,1,1,0,1,0,1.0,3.0,normal,0
4dcc64a2-0cba-4014-a8d2-a696b4205dd9,10,no,EN,9,no,99.203.137.29,1,2-7-5-3-6,UTC-7,103,1,0,0,0,1,0,-7.0,4.0,confirmed compromise,1
18be5069-887a-4970-b172-80e29e6b70ba,17,yes,DE,7,no,49.134.37.235,8,8-2-4-7-2,UTC+0,88,0,1,0,0,1,0,0.0,2.0,normal,0
f9c05362-c7f8-4eab-9ac0-62b1ca5bed55,17,yes,ES,4,no,79.71.237.117,1,1-2-3-6-7,UTC+0,64,0,1,0,0,0,0,0.0,0.0,normal,0
b0df0209-c089-44d3-81ca-f1024085605c,17,yes,JP,5,no,212.190.72.118,6,6-3-8-7-5,UTC+1,77,0,1,0,0,1,0,1.0,2.0,normal,0
9c4e306a-57c0-4759-b678-2de48d8e9881,10,no,JP,9,no,124.182.220.254,9,5-5-2-3-3,UTC-5,107,1,0,0,0,1,0,-5.0,4.0,normal,0
01d5d0a7-d8be-45f6-a88b-95a18f89a0c5,16,no,DE,1,yes,98.207.172.146,14,1-7-6-4-6,UTC-7,58,0,0,1,0,0,0,-7.0,3.0,normal,0
f2c1a315-cc48-4937-b5eb-bf2089cf8f38,19,no,FR,4,no,203.38.124.164,2,7-9-5-3-2,UTC+3,30,0,0,0,0,0,0,3.0,2.0,normal,0
8e694bac-2518-4ef8-9946-75b521a4850a,6,no,JP,3,no,16.102.208.167,3,1-9-4-8-9,UTC-5,23,1,0,0,1,0,0,-5.0,4.0,confirmed compromise,1
a226f4c0-ee86-42a4-93d0-be101510758d,13,no,EN,2,no,19.249.174.125,6,5-8-5-6-4,UTC+1,106,0,0,0,0,0,0,1.0,2.0,normal,0
1c409d1a-0d7d-4797-9c31-59f6c74c03ab,8,yes,JP,3,no,222.150.78.56,13,3-5-2-6-1,UTC-5,108,0,1,0,1,0,0,-5.0,2.0,normal,0
97d708ed-237d-4ff3-a3ba-7e460e37beee,16,no,EN,6,yes,77.144.95.147,1,7-5-8-8-3,UTC+8,108,1,0,1,0,1,0,8.0,5.0,suspected abuse,1
954c966e-3e01-446b-bfb8-ff86b70ea4ea,10,yes,ES,4,yes,138.80.147.240,5,6-7-5-6-6,UTC-5,28,0,1,1,0,0,0,-5.0,1.0,normal,0
3ad7caed-1378-4d19-8c1a-ffe906d1957d,12,no,CN,6,no,218.187.224.61,7,9-2-9-9-8,UTC-7,24,1,0,0,0,1,0,-7.0,4.0,suspected abuse,1
64b25276-b2a6-4e16-b6e1-276231fcbf7c,16,yes,CN,2,yes,29.50.122.19,13,2-9-5-6-8,UTC+8,90,0,1,1,0,0,0,8.0,1.0,normal,0
2682f6c3-bcb8-4e9e-a58b-4d13ea87edd0,6,no,EN,1,yes,152.232.14.0,15,9-4-8-2-9,UTC-7,49,1,0,1,1,0,0,-7.0,5.0,confirmed compromise,1
542970cf-3495-4fc1-8b5b-9719b384fc0d,9,no,CN,3,yes,181.186.159.168,5,1-7-1-1-6,UTC-7,89,1,0,1,1,0,0,-7.0,5.0,confirmed compromise,1
8555df53-4727-4030-8fbf-06d643bb52b1,8,no,DE,3,yes,131.110.118.163,4,9-5-3-4-4,UTC-5,84,1,0,1,1,0,0,-5.0,5.0,confirmed compromise,1
827e3517-d17d-4679-8776-98c11d6dcb8b,18,yes,ES,7,yes,220.13.112.126,7,9-7-2-2-8,UTC-5,111,0,1,1,0,1,0,-5.0,3.0,normal,0
c718df13-4ac1-4dbe-aa45-2cedad598714,7,no,DE,7,yes,156.22.208.33,7,1-2-7-3-6,UTC+0,67,1,0,1,1,1,0,0.0,7.0,suspected abuse,1
277adabd-097b-453c-b80c-63e7f21ec06b,15,no,EN,8,no,202.176.36.22,13,8-4-5-2-7,UTC-5,77,1,0,0,0,1,0,-5.0,4.0,suspected abuse,1
ed476894-7667-4d47-ba51-d2243498c88c,10,yes,CN,4,no,206.118.57.194,7,2-7-5-1-9,UTC+3,80,0,1,0,0,0,0,3.0,0.0,normal,0
b2c632d2-08cd-4dff-b774-04f3e84c100e,13,yes,FR,2,yes,220.244.61.226,7,7-6-8-1-9,UTC+1,81,0,1,1,0,0,0,1.0,1.0,normal,0
18530868-c5d2-4377-97d1-2dcb82e968d7,15,yes,JP,4,no,132.175.194.37,13,1-9-7-9-6,UTC+3,47,0,1,0,0,0,0,3.0,0.0,normal,0
0b74e28a-7bf9-4656-bc8c-2f2caee9cd49,15,yes,FR,1,no,105.42.162.2,12,1-6-5-9-5,UTC+8,95,0,1,0,0,0,0,8.0,0.0,normal,0
91245cdc-66c8-455b-aa53-e75817e7c50b,12,yes,ES,3,yes,144.196.229.232,6,2-9-9-1-4,UTC-5,107,0,1,1,0,0,0,-5.0,1.0,normal,0
2cafab3e-6ece-43e6-ada2-7639c93ba4c9,9,no,CN,7,yes,189.167.1.28,12,5-9-3-1-7,UTC+3,32,1,0,1,1,1,0,3.0,7.0,suspected abuse,1
2c2d6ee8-f831-4bf4-ad78-d19215868225,9,no,DE,2,no,44.244.217.47,13,8-5-1-4-6,UTC+1,87,1,0,0,1,0,0,1.0,4.0,confirmed compromise,1
2a4fb958-aa72-49f8-90fa-8c909733451e,9,yes,FR,8,no,146.213.38.231,10,9-8-9-1-6,UTC+0,71,1,1,0,1,1,0,0.0,4.0,confirmed compromise,1
f256af72-f5a8-4612-bd98-36d550a4dee6,11,yes,FR,4,yes,83.53.248.231,3,1-4-8-9-2,UTC-7,78,0,1,1,0,0,0,-7.0,1.0,normal,0
c8f714ed-74af-44f3-b221-4f0b5fc045dc,12,no,CN,8,yes,67.166.222.246,5,5-4-3-4-8,UTC+3,50,1,0,1,0,1,0,3.0,5.0,confirmed compromise,1
18770a0b-3754-4759-8e72-b3341f2eb516,17,yes,ES,5,no,212.245.245.189,3,9-9-3-6-3,UTC-5,98,0,1,0,0,1,0,-5.0,2.0,normal,0
d590087d-d48a-4a11-9b6b-2bf9cd63449c,16,no,FR,6,no,178.140.208.223,6,7-4-4-1-3,UTC-5,59,1,0,0,0,1,0,-5.0,4.0,confirmed compromise,1
0352b35f-cf5b-4a01-afaf-65d5843d3e00,15,yes,EN,7,no,168.236.58.85,14,8-8-8-3-3,UTC+3,112,0,1,0,0,1,0,3.0,2.0,normal,0
a2d4c120-f8f2-470f-bc8e-3a78e9e73f34,19,yes,ES,3,yes,74.110.5.64,11,3-1-4-8-8,UTC+3,59,0,1,1,0,0,0,3.0,1.0,normal,0
1a3d7790-0b34-4949-a0bd-bf6071595144,18,yes,EN,3,no,196.52.2.251,6,3-3-5-2-4,UTC+8,59,0,1,0,0,0,0,8.0,0.0,normal,0
3530c5e7-d34b-4c83-b626-716ac0bf2241,12,no,JP,5,no,70.138.27.2,13,8-8-9-1-2,UTC+8,68,1,0,0,0,1,0,8.0,4.0,confirmed compromise,1
bff8eab6-034c-493f-b736-6688a0758737,19,yes,EN,4,yes,210.174.97.239,12,3-3-4-3-1,UTC+3,59,0,1,1,0,0,0,3.0,1.0,normal,0
92d6279f-ee4e-4894-9469-591d7511aae7,20,no,FR,2,no,202.181.0.42,9,9-4-2-1-5,UTC+3,30,0,0,0,0,0,0,3.0,2.0,suspected abuse,1
bf896a4d-393a-4b2a-a3f8-3cd784b9d893,18,no,CN,8,yes,187.65.215.175,14,7-1-1-1-6,UTC+8,40,1,0,1,0,1,0,8.0,5.0,confirmed compromise,1
c55ac063-e06b-483b-9521-62f045017e73,13,yes,FR,6,yes,152.55.171.100,10,1-7-4-4-4,UTC+0,48,0,1,1,0,1,0,0.0,3.0,normal,0
c36c8d82-9cd0-45a8-8b53-8bb8b891b070,20,yes,FR,8,yes,176.179.206.235,7,7-9-5-6-2,UTC+0,88,0,1,1,0,1,0,0.0,3.0,normal,0
284c6f48-06fc-4f0f-a65d-67356100a5fd,6,yes,EN,8,no,36.192.83.98,13,3-8-7-6-6,UTC+3,24,1,1,0,1,1,0,3.0,4.0,suspected abuse,1
effe0d64-ac79-4a73-9294-10f9af0336bc,7,no,JP,9,yes,178.118.60.60,12,5-3-7-9-9,UTC-5,26,1,0,1,1,1,0,-5.0,7.0,confirmed compromise,1
05a6d541-0547-4fb3-9af2-b4b2c7d2d6e2,7,yes,JP,4,no,167.112.37.58,5,5-5-3-8-6,UTC+1,35,0,1,0,1,0,0,1.0,2.0,normal,0
44f81408-2bb7-4d0e-b5a6-dd7e49efe743,15,yes,ES,9,yes,96.221.72.111,15,5-9-2-7-4,UTC-7,62,0,1,1,0,1,0,-7.0,3.0,normal,0
7ee832b4-c09d-4b29-a953-ee8d635d8dcf,12,no,FR,4,no,182.127.164.49,4,4-5-4-9-7,UTC+8,33,0,0,0,0,0,0,8.0,2.0,normal,0
669beb0e-456e-4f31-aca2-7ac776dfa13f,9,yes,FR,7,no,194.86.145.4,12,5-7-6-8-6,UTC+8,64,1,1,0,1,1,0,8.0,4.0,suspected abuse,1
773ae6e4-e149-4801-9bbc-338a2f6dbc04,10,yes,ES,8,yes,174.115.249.59,4,9-4-1-5-3,UTC+0,83,0,1,1,0,1,0,0.0,3.0,normal,0
961d9069-4e12-4cbb-ae41-24d17e19179b,12,no,FR,8,no,88.4.120.26,2,5-6-7-4-9,UTC+8,28,1,0,0,0,1,0,8.0,4.0,normal,0
fa910db2-2335-4383-a009-ab4112607002,9,no,CN,2,no,20.177.128.182,3,7-6-2-3-6,UTC+8,62,1,0,0,1,0,0,8.0,4.0,suspected abuse,1
de85c6cf-2de4-4404-a491-e55d7b54a60b,9,no,CN,6,yes,192.100.214.193,9,5-9-3-1-1,UTC-7,96,1,0,1,1,1,0,-7.0,7.0,normal,0
0109c4e2-6013-486f-8965-aeabbfdd6a48,8,yes,EN,2,no,105.35.2.138,15,6-4-7-7-3,UTC-7,85,0,1,0,1,0,0,-7.0,2.0,normal,0
b593a331-b325-4083-906d-27470389e96a,9,no,DE,1,no,131.158.155.214,2,9-1-7-6-4,UTC+3,78,1,0,0,1,0,0,3.0,4.0,confirmed compromise,1
1fd7e4aa-678f-4c36-a637-2255b06ddfe4,20,no,DE,10,yes,197.40.50.244,15,1-5-5-6-8,UTC+8,33,1,0,1,0,1,0,8.0,5.0,normal,0
52f536c2-5536-44c3-9f43-c08d1e021792,14,yes,FR,4,no,23.186.244.160,1,1-8-9-4-9,UTC-5,88,0,1,0,0,0,0,-5.0,0.0,normal,0
89963819-4bfb-4f90-83fa-4c6c96b73f0a,11,no,DE,2,yes,13.198.170.106,5,2-6-5-4-2,UTC-7,54,0,0,1,0,0,0,-7.0,3.0,normal,0
df34f7cb-5936-4fab-bee3-d89e82283077,17,no,EN,8,no,164.70.36.21,6,7-5-8-3-5,UTC-7,35,1,0,0,0,1,0,-7.0,4.0,suspected abuse,1
5b523792-7ab2-4d2f-a4ca-a0f845766d9d,16,no,JP,5,yes,217.156.157.165,2,8-5-2-2-1,UTC+8,27,1,0,1,0,1,0,8.0,5.0,suspected abuse,1
5e3bbad8-c07c-4991-b4c1-16ea8aa6f81c,18,no,CN,4,no,122.160.141.202,10,1-2-1-2-2,UTC+3,46,0,0,0,0,0,0,3.0,2.0,normal,0
ade4c834-5dab-4c94-bc2a-b2c083ead3fc,11,yes,FR,8,yes,116.5.224.214,14,4-4-5-6-5,UTC-7,68,0,1,1,0,1,0,-7.0,3.0,normal,0
