user_id,password_length,used_special_characters,keyboard_language,login_attempts,was_capslock_on,session_ip,browser_tab_count,challenge_sequence,timezone,typing_speed_wpm,ip_reputation_score,leak_match_flag,risk_label,uses_special_char,capslock_on_flag,short_password_flag,many_login_attempts_flag,fast_typing_flag,timezone_offset_hours,risk_score_heuristic,security_outcome,target
b2e9a717-9853-4033-9ecb-71c6bae13819,4,no,ES,1,no,49.71.1.224,8,7-3-8-3-1,UTC+0,62,0.93,0,1,0,0,1,0,0,0.0,3,confirmed compromise,1
147cca5f-2f05-4a28-8d55-a828056a0378,10,yes,JP,1,no,129.8.157.55,4,3-3-2-1-7,UTC-6,90,0.17,0,0,1,0,0,0,0,-6.0,0,normal,0
43b20d8e-a449-4f85-ac92-f65269b174e2,16,yes,ES,8,yes,35.96.88.78,30,4-4-5-6-5,UTC+11,168,0.04,0,0,1,1,0,1,1,11.0,5,normal,0
703e45b8-25a9-4240-adb5-8831a3973e60,14,yes,CN,1,no,148.11.234.130,5,7-7-4-5-5,UTC-10,69,0.13,0,0,1,0,0,0,0,-10.0,0,normal,0
1e0a4eb9-8326-4807-9f36-8c89bb67f785,9,yes,UK,3,no,14.9.40.194,1,9-7-9-6-6,UTC+0,58,0.41,0,0,1,0,0,0,0,0.0,0,normal,0
cea11dd1-7ae4-4d9b-8997-87e95300e5f3,5,yes,US,1,no,213.27.57.31,6,8-2-9-5-7,UTC-7,71,0.11,0,0,1,0,1,0,0,-7.0,2,normal,0
90817ec5-44df-4343-b0e8-1e0bd92afcb8,10,no,US,6,no,54.98.55.111,30,6-6-5-8-1,UTC+11,164,0.08,0,0,0,0,0,1,1,11.0,5,normal,0
a002d5d9-5e3c-4bd7-a4f2-fb035f884187,13,yes,US,3,yes,25.39.35.131,20,5-3-6-2-3,UTC+5,108,0.14,1,1,1,1,0,0,1,5.0,2,confirmed compromise,1
4388f32d-7b2d-4d69-a0c6-f1cfba97d98f,19,no,ES,1,no,12.143.59.154,9,7-1-7-5-6,UTC-4,50,0.0,0,0,0,0,0,0,0,-4.0,1,normal,0
9c14f6b6-5764-4985-82c5-7f9c47fa2538,11,no,ES,1,no,159.152.227.108,14,2-3-5-8-7,UTC+0,73,0.08,0,0,0,0,0,0,0,0.0,1,normal,0
a0a01eb6-ca57-4f3b-adbb-3a0eb741b0dc,17,yes,DE,1,yes,123.39.46.244,3,5-9-8-9-9,UTC+4,61,0.05,0,0,1,1,0,0,0,4.0,1,normal,0
fb02ee33-7b66-4a54-aeac-5bc802e97c20,4,no,UK,1,yes,207.73.143.49,14,8-4-5-5-6,UTC+12,54,0.15,0,0,0,1,1,0,0,12.0,4,normal,0
3033555d-b5fe-4010-b02d-df49ea1b728e,12,yes,RU,1,no,57.218.169.241,2,8-6-5-5-6,UTC-10,28,0.18,1,1,1,0,0,0,0,-10.0,0,confirmed compromise,1
0f0cec70-e403-4234-a7c1-d0bd830072fa,10,no,FR,2,no,120.125.239.89,13,4-5-2-9-8,UTC-4,36,0.01,0,0,0,0,0,0,0,-4.0,1,normal,0
fbbceca1-80e3-445f-97a0-65fe06525cc7,13,yes,RU,1,no,60.176.205.28,5,1-2-8-3-3,UTC-8,60,0.13,0,0,1,0,0,0,0,-8.0,0,normal,0
03b5ff8a-6c21-49d2-8a12-ed226ec7e618,12,no,US,1,no,89.181.170.100,13,7-5-9-3-7,UTC-7,66,1.0,0,1,0,0,0,0,0,-7.0,1,confirmed compromise,1
01cab8e7-cae0-48e1-830c-6ca42f8ae9ed,14,no,JP,13,no,163.240.70.211,20,9-2-5-6-4,UTC-6,99,0.11,0,0,0,0,0,1,0,-6.0,4,normal,0
2349ccbf-0440-4843-8b8f-567a403c2a89,15,yes,FR,1,no,204.164.251.227,13,7-1-6-3-7,UTC+7,79,0.05,0,0,1,0,0,0,0,7.0,0,normal,0
9ec58ef1-a11d-4452-a427-fbfab62ba4e4,11,yes,UK,1,no,124.166.15.162,10,1-9-8-2-8,UTC-10,23,0.03,0,0,1,0,0,0,0,-10.0,0,normal,0
bc466b54-765c-4fe7-b726-2fcda1d8b085,18,yes,DE,7,no,15.153.222.206,1,1-4-4-9-6,UTC-6,65,0.03,0,0,1,0,0,1,0,-6.0,3,normal,0
406c48b6-844b-4015-8a3f-0b583ff5e2ff,16,no,US,4,yes,217.33.252.102,30,8-6-3-8-9,UTC-4,149,0.31,0,0,0,1,0,1,1,-4.0,6,normal,0
8294da55-f6a7-4bee-ab02-241d49ac1de9,18,yes,RU,1,no,205.158.161.77,9,6-7-2-6-7,UTC+7,77,0.1,0,0,1,0,0,0,0,7.0,0,normal,0
c7400f19-9f16-43e2-890f-9c52f138fc7d,12,yes,US,11,no,251.127.7.203,1,4-6-6-3-9,UTC+7,151,0.05,0,0,1,0,0,1,1,7.0,4,normal,0
a9410fd7-af31-4de1-880f-03a3d7bf19af,10,no,CN,1,no,53.183.32.51,7,2-6-2-3-6,UTC-1,103,0.1,0,0,0,0,0,0,1,-1.0,2,normal,0
274b1521-6aaa-4007-ba84-7fd630ae1740,11,yes,ES,1,no,37.4.220.108,4,8-2-1-3-9,UTC+7,78,0.09,0,0,1,0,0,0,0,7.0,0,normal,0
3b8b596c-bb01-4081-825a-7cc6aea58d7d,11,yes,CN,1,no,40.21.143.225,2,8-4-7-2-7,UTC-10,77,0.01,0,0,1,0,0,0,0,-10.0,0,normal,0
28e0004f-9fb4-458f-b6f4-21b61c7aeff1,11,yes,JP,1,no,204.184.164.45,8,3-6-9-1-5,UTC+10,34,0.07,0,0,1,0,0,0,0,10.0,0,normal,0
663280a8-9484-448f-a9b1-1bcad3cf3226,15,yes,US,1,no,108.251.189.148,6,2-9-5-4-1,UTC+5,84,0.06,0,0,1,0,0,0,0,5.0,0,normal,0
484c5225-028e-4c8a-9305-0708e0075d8e,13,yes,DE,1,yes,178.151.172.38,11,7-4-2-7-8,UTC+7,29,0.01,0,0,1,1,0,0,0,7.0,1,normal,0
cac5fca9-1b25-40c9-9ca5-81478dee99f8,11,no,ES,1,yes,145.26.136.47,2,1-8-9-4-1,UTC-5,64,0.2,0,0,0,1,0,0,0,-5.0,2,normal,0
b15ffabb-14a9-436e-8e51-e3568b108126,15,yes,RU,11,no,102.238.132.102,30,6-2-2-9-7,UTC+6,24,0.14,0,0,1,0,0,1,0,6.0,3,normal,0
2cee5e2d-18a6-4364-97bf-77a63ed88aa4,7,yes,ES,1,no,172.102.218.11,3,8-2-9-3-5,UTC-10,81,0.04,0,0,1,0,1,0,0,-10.0,2,normal,0
3d62ab85-0806-40a6-a134-3a0718b42bee,7,yes,DE,1,no,70.46.242.108,7,5-7-7-5-9,UTC-2,29,0.05,0,0,1,0,1,0,0,-2.0,2,normal,0
35f0cfbd-c1f0-4107-a7e5-a72506c530bd,6,no,DE,1,no,158.146.2.177,4,4-9-7-7-7,UTC+0,21,0.13,0,0,0,0,1,0,0,0.0,3,normal,0
2f96c226-1745-486f-8ebd-e08e9a55c2b4,8,no,JP,12,yes,26.9.15.10,20,9-8-8-1-5,UTC+11,32,0.07,0,0,0,1,0,1,0,11.0,5,normal,0
6497faf2-9ee3-4d55-985c-95e94329ccdb,14,yes,ES,1,no,161.119.149.209,2,5-3-7-9-9,UTC+9,73,0.29,0,0,1,0,0,0,0,9.0,0,normal,0
28aa0413-50dc-412c-bf18-5d040021cd31,8,no,US,10,yes,238.36.232.229,1,4-3-9-8-1,UTC-12,149,0.05,0,0,0,1,0,1,1,-12.0,6,normal,0
d5dab47f-9a95-49e6-af8a-6ad462f26464,12,no,UK,1,no,70.130.215.172,6,6-1-3-2-7,UTC-11,28,0.01,0,0,0,0,0,0,0,-11.0,1,normal,0
02f18627-a135-4cda-9146-45ae2e2180a6,12,yes,RU,1,no,237.23.92.115,14,6-5-4-8-8,UTC-5,59,0.14,0,0,1,0,0,0,0,-5.0,0,normal,0
2e33920d-27cb-4cd5-bfc0-85031cc7e8a1,12,yes,RU,1,no,225.151.114.237,4,9-5-2-9-9,UTC-11,53,0.15,0,0,1,0,0,0,0,-11.0,0,normal,0
94eef8c1-2a7e-45a9-80ce-cf5cf652565e,11,no,ES,2,no,234.158.206.134,8,7-4-9-5-3,UTC-10,51,0.08,1,1,0,0,0,0,0,-10.0,1,confirmed compromise,1
f3be605f-c861-4987-880d-5eb628af5672,16,yes,FR,1,no,238.125.180.131,6,9-6-9-5-2,UTC-10,69,0.93,0,1,1,0,0,0,0,-10.0,0,confirmed compromise,1
b9c38e93-0b53-46bc-a00f-a0676a1eb964,14,yes,UK,2,yes,211.31.243.5,7,2-9-2-2-8,UTC+6,60,0.06,0,0,1,1,0,0,0,6.0,1,normal,0
596ea69a-0043-42bc-9d54-021cdbfc4bc8,9,yes,RU,6,yes,164.124.166.231,1,5-4-3-7-6,UTC+5,22,0.15,0,0,1,1,0,1,0,5.0,4,normal,0
de2ad791-24de-40a4-aaf6-e04298faf016,9,yes,ES,1,no,65.13.213.218,5,5-5-2-5-4,UTC+5,10,0.03,0,0,1,0,0,0,0,5.0,0,normal,0
86bf2de9-1545-4093-948d-a2e9a2c509fa,20,yes,UK,1,no,42.21.42.141,6,9-1-8-9-9,UTC+4,32,0.1,0,0,1,0,0,0,0,4.0,0,normal,0
4775696b-3451-4c76-80ac-43ecbb88aa56,20,no,CN,1,no,88.173.211.69,7,1-7-5-8-8,UTC-1,47,1.0,1,1,0,0,0,0,0,-1.0,1,confirmed compromise,1
25d01bde-418f-4724-9710-152ed843ea64,12,no,UK,3,no,94.246.96.8,5,6-1-8-8-9,UTC-3,38,0.18,0,0,0,0,0,0,0,-3.0,1,normal,0
f80241bf-a7ce-4663-887b-288d3bbf9c91,11,no,ES,4,yes,160.95.144.32,20,1-8-2-7-9,UTC-11,19,0.06,0,0,0,1,0,1,0,-11.0,5,normal,0
4affbb42-9d13-4d36-8c9b-8b16e2a01911,11,no,RU,1,no,241.12.233.175,7,5-5-8-8-7,UTC+5,54,0.0,0,0,0,0,0,0,0,5.0,1,normal,0
547c5b3c-77e6-4d01-9399-81f583a21d69,8,no,UK,6,no,171.165.189.97,30,3-6-3-7-7,UTC+11,140,0.27,0,0,0,0,0,1,1,11.0,5,normal,0
2b9616a4-8679-467d-b4eb-638aae2dbd21,17,no,CN,1,no,98.235.217.10,10,7-2-9-9-4,UTC+8,64,0.15,0,0,0,0,0,0,0,8.0,1,normal,0
3f83ca26-65a0-4e99-afa7-9a020b78ffda,13,no,JP,1,no,138.24.246.227,4,6-5-6-8-7,UTC-8,43,0.88,0,1,0,0,0,0,0,-8.0,1,confirmed compromise,1
47acc112-35c9-4ab4-b104-ccb643831daf,12,yes,FR,1,no,132.120.254.24,4,2-3-3-1-3,UTC-11,43,0.88,0,1,1,0,0,0,0,-11.0,0,confirmed compromise,1
3b359193-ec48-4bec-a0f6-384375e67828,9,yes,JP,3,yes,203.57.252.118,30,1-1-6-4-4,UTC+0,137,0.01,0,0,1,1,0,0,1,0.0,2,normal,0
4aed83dd-71a5-4021-8e06-0ed80db9024d,16,yes,US,3,no,113.94.254.118,11,6-1-3-5-3,UTC+0,21,0.05,0,0,1,0,0,0,0,0.0,0,normal,0
ec5f0f1d-f7bc-463a-b91f-bc8d924b4841,9,yes,JP,9,yes,60.108.188.57,1,8-9-4-5-8,UTC+7,189,0.96,0,1,1,1,0,1,1,7.0,5,confirmed compromise,1
03c618ad-3938-4488-8749-b563ad35dae5,11,yes,FR,2,no,45.228.184.107,9,2-9-5-4-2,UTC+7,67,0.04,0,0,1,0,0,0,0,7.0,0,normal,0
3404bbfd-0cf6-415a-9eef-f04cc639178c,12,yes,JP,1,no,147.115.89.85,1,9-9-1-2-5,UTC-1,43,0.02,0,0,1,0,0,0,0,-1.0,0,normal,0
c2254c30-bd6c-44bb-8b92-bd727214d2e7,7,no,UK,1,no,198.238.198.98,2,5-5-2-6-9,UTC-12,61,0.04,0,0,0,0,1,0,0,-12.0,3,normal,0
bcf829cd-54a1-4d66-8cc3-184af95e4830,7,yes,JP,3,no,20.154.127.68,5,4-6-8-8-5,UTC+1,17,0.02,0,0,1,0,1,0,0,1.0,2,normal,0
c01a60b7-e860-456c-ae4f-20154f4c8cc7,18,yes,UK,5,no,6.167.180.23,20,2-3-5-3-8,UTC+12,151,0.01,0,0,1,0,0,1,1,12.0,4,normal,0
32106fa8-5bfa-4e1e-a8e7-2aaf7654a8a2,9,no,ES,1,no,80.131.109.3,7,8-6-1-1-7,UTC+5,79,0.16,0,0,0,0,0,0,0,5.0,1,normal,0
e98e9bd1-0112-4466-b79b-34ee2a013ad0,20,yes,RU,13,yes,119.245.21.158,20,2-4-6-7-5,UTC+0,107,0.06,0,0,1,1,0,1,1,0.0,5,normal,0
4518df7a-787a-4ab1-9a97-492f8654bc4c,13,yes,DE,2,no,213.216.226.214,9,5-8-1-5-3,UTC-10,65,0.03,0,0,1,0,0,0,0,-10.0,0,normal,0
66ee91d2-62c7-450a-ae86-197195c7fb21,16,yes,DE,2,no,212.125.16.162,1,3-8-8-7-6,UTC-11,90,0.03,0,0,1,0,0,0,0,-11.0,0,normal,0
a395742b-9f7a-4215-b108-51d6785df4d2,15,yes,FR,1,no,204.145.39.137,4,2-3-1-6-7,UTC-10,89,0.06,0,0,1,0,0,0,0,-10.0,0,normal,0
90f99e62-0cb9-4378-84c0-4e9cd9d98836,8,yes,ES,6,yes,131.170.19.201,50,7-9-7-9-3,UTC+7,33,0.02,0,0,1,1,0,1,0,7.0,4,normal,0
a48f4712-24b6-4dda-8aed-4e8453a2da9f,11,yes,RU,2,no,187.78.222.41,9,4-8-2-9-6,UTC-9,53,0.02,0,0,1,0,0,0,0,-9.0,0,normal,0
f0ce3e9c-040f-4f2a-b870-cee0876a0cc5,11,yes,RU,1,no,161.245.253.201,12,4-3-1-2-8,UTC-4,43,0.0,0,0,1,0,0,0,0,-4.0,0,normal,0
58bea420-663b-4faa-bfb5-be7c2c988b65,11,yes,CN,1,no,38.20.249.157,3,4-7-7-4-6,UTC+6,77,0.33,1,1,1,0,0,0,0,6.0,0,confirmed compromise,1
4ffaeed4-7d5a-4295-9287-8928215f9d30,8,yes,FR,11,yes,106.193.185.93,1,1-3-8-3-4,UTC+0,143,0.08,0,0,1,1,0,1,1,0.0,5,normal,0
d95b7923-5390-445f-87fe-8c11f724c6f2,10,no,US,1,yes,9.88.37.49,9,1-8-5-3-7,UTC-4,44,0.0,0,0,0,1,0,0,0,-4.0,2,normal,0
0a787b09-d86e-45bd-9163-1c30c9016afe,12,yes,RU,1,no,45.90.103.220,1,8-9-7-7-1,UTC-8,75,0.07,0,0,1,0,0,0,0,-8.0,0,normal,0
84987bbe-308d-4146-baa9-3ed1471b5e06,4,yes,JP,2,no,143.41.167.2,3,2-3-2-3-6,UTC-4,45,0.01,0,0,1,0,1,0,0,-4.0,2,normal,0
6cd9bfb8-944b-41e2-9ff2-1a0860f0d2cf,7,no,FR,3,yes,101.213.62.49,1,7-8-9-6-5,UTC+12,45,0.08,0,0,0,1,1,0,0,12.0,4,normal,0
35c49134-03f8-40c0-b327-7821e3e01ea6,15,yes,UK,1,no,48.160.250.251,11,6-4-1-8-7,UTC+12,52,0.02,0,0,1,0,0,0,0,12.0,0,normal,0
615675ce-42be-4c13-bfde-2622016f200d,12,yes,CN,1,no,113.38.64.69,1,2-4-8-6-1,UTC-5,17,0.02,0,0,1,0,0,0,0,-5.0,0,normal,0
5ff9e8d9-5c07-4829-9ddc-b0d6bbf22674,13,yes,CN,1,yes,170.229.122.125,14,5-3-7-6-4,UTC-8,54,0.05,0,0,1,1,0,0,0,-8.0,1,normal,0
7c525ee7-d616-461a-bc14-a0ca0095e30a,11,yes,DE,2,no,98.160.109.51,10,5-5-7-4-3,UTC+4,67,0.1,0,0,1,0,0,0,0,4.0,0,normal,0
d5fb1518-fb69-4d46-ad93-4bf822a8f66d,14,yes,FR,1,no,101.164.118.147,1,2-6-6-5-6,UTC+8,50,0.01,0,0,1,0,0,0,0,8.0,0,normal,0
3627bb4d-7bc0-4502-8d2f-454dc0bd1b70,11,no,JP,1,no,102.75.161.190,4,7-9-3-2-1,UTC+11,36,0.22,0,0,0,0,0,0,0,11.0,1,normal,0
ea79b9c5-037c-4ddd-a10f-09b8c0564ca5,10,no,RU,1,yes,147.63.38.67,8,7-2-6-6-3,UTC-8,32,0.01,0,0,0,1,0,0,0,-8.0,2,normal,0
939d1b76-f2c7-46a7-91fa-543e34030576,9,yes,US,3,no,113.232.71.30,10,3-1-4-9-5,UTC-6,77,0.01,0,0,1,0,0,0,0,-6.0,0,normal,0
912f70f9-299e-4928-bed7-914475d0938e,15,no,UK,9,yes,99.72.3.142,1,2-3-6-2-8,UTC+0,22,0.17,0,1,0,1,0,1,0,0.0,5,confirmed compromise,1
6c78a357-73af-4400-918f-2b54de78f2b1,5,no,ES,1,no,118.221.231.53,11,1-1-9-5-5,UTC-6,56,0.04,0,0,0,0,1,0,0,-6.0,3,normal,0
7d7ab9a9-80d5-4fcd-bbc5-dcd3d994b063,14,yes,JP,1,no,178.156.110.244,14,8-6-4-7-8,UTC+8,68,0.08,0,0,1,0,0,0,0,8.0,0,normal,0
dbfb1fad-9bb8-4600-8668-ac10cb0b3f9a,10,no,ES,3,yes,69.172.121.64,1,9-1-3-9-2,UTC-2,130,0.13,0,0,0,1,0,0,1,-2.0,3,normal,0
830fe277-d770-4693-9bce-f2de176dae42,11,no,DE,9,yes,23.213.149.235,1,5-1-8-1-4,UTC+0,44,0.03,0,0,0,1,0,1,0,0.0,5,normal,0
81868b52-1dcc-49d3-939a-64974ec4f5e9,10,yes,RU,2,no,206.227.236.105,2,9-2-5-4-2,UTC-6,62,0.07,0,0,1,0,0,0,0,-6.0,0,normal,0
7593bae7-8ebc-4794-85e1-9c90a954ebe9,11,no,UK,2,no,182.65.100.21,6,3-9-1-6-6,UTC-2,62,0.03,0,0,0,0,0,0,0,-2.0,1,normal,0
128ebf28-0fc2-44b2-978d-73121d5b3f73,5,yes,JP,1,no,17.12.182.116,6,9-4-6-1-4,UTC+11,37,0.04,0,0,1,0,1,0,0,11.0,2,normal,0
c26b354a-ea1a-4a70-9c80-443d4ac05a0b,10,yes,ES,1,no,57.126.12.16,4,5-4-7-4-3,UTC+3,62,0.89,0,1,1,0,0,0,0,3.0,0,confirmed compromise,1
df013e46-1221-45fe-bfae-086b69784c31,4,yes,CN,2,no,79.124.215.172,13,8-9-7-5-8,UTC-9,41,0.11,0,0,1,0,1,0,0,-9.0,2,normal,0
58836370-bfb1-42c9-8d2b-7e75948b2d13,9,no,UK,1,no,203.235.65.49,12,4-6-8-6-9,UTC+2,78,0.11,0,0,0,0,0,0,0,2.0,1,normal,0
3f61bd60-8bd4-4c3d-9bad-30049589b715,7,no,CN,1,no,197.134.38.62,14,2-3-6-8-1,UTC+9,56,0.57,0,1,0,0,1,0,0,9.0,3,confirmed compromise,1
ff5a3eea-b45f-4e1e-a179-c565a74d901d,14,no,JP,1,no,18.19.215.55,9,6-2-6-4-3,UTC-7,28,0.04,0,0,0,0,0,0,0,-7.0,1,normal,0
